game_id,rated,turns,victory_status,winner,White Rating,Black Rating,opening_code,opening_moves,opening_fullname,opening_shortname,opening_response
7250,TRUE,23,Resign,Black,1101,1114,C41,5,Philidor Defense #3,Philidor Defense,
7251,TRUE,95,Mate,White,1310,1117,D00,4,Queen's Pawn Game #3,Queen's Pawn Game,
7252,TRUE,11,Resign,White,1071,1191,C41,5,Philidor Defense #3,Philidor Defense,
7253,TRUE,55,Mate,White,1031,1063,C40,3,King's Knight Opening,King's Knight Opening,
7254,TRUE,63,Mate,White,1199,1054,A34,3,English Opening: Symmetrical Variation |  Normal Variation,English Opening,
7255,TRUE,52,Mate,Black,1089,1152,C55,6,Italian Game: Two Knights Defense,Italian Game,
7256,TRUE,31,Resign,White,1456,1467,B01,2,Scandinavian Defense,Scandinavian Defense,
7257,TRUE,58,Mate,Black,1478,1488,A03,2,Bird Opening: Dutch Variation,Bird Opening,
7258,TRUE,57,Resign,White,1469,1445,A00,1,Gedult's Opening,Gedult's Opening,
7259,TRUE,99,Mate,White,1425,1481,B07,2,Pirc Defense #4,Pirc Defense,
7260,TRUE,93,Resign,White,1687,1487,A00,1,Van Geet Opening,Van Geet Opening,
7261,TRUE,77,Resign,Black,1496,1543,A00,1,Hungarian Opening,Hungarian Opening,
7262,TRUE,57,Out of Time,White,1521,1507,B07,2,Pirc Defense #4,Pirc Defense,
7263,TRUE,53,Resign,Black,1445,1497,C00,4,Queen's Pawn Game: Franco-Sicilian Defense,Queen's Pawn Game,
7264,TRUE,77,Resign,White,1487,1457,A34,3,English Opening: Symmetrical Variation |  Normal Variation,English Opening,
7265,TRUE,125,Resign,White,1545,1497,A41,3,Old Indian Defense,Old Indian Defense,
7266,TRUE,99,Mate,White,1485,1519,C20,3,King's Pawn Game: King's Head Opening #2,King's Pawn Game,
7267,TRUE,110,Mate,Black,1590,1471,B00,2,Barnes Defense,Barnes Defense,
7268,TRUE,68,Resign,White,1458,1509,A00,1,Saragossa Opening,Saragossa Opening,
7269,TRUE,35,Mate,White,1885,1460,A40,2,Australian Defense,Australian Defense,
7270,TRUE,54,Mate,Black,1473,1381,B22,3,Sicilian Defense: Alapin Variation,Sicilian Defense,
7271,TRUE,128,Resign,Black,1711,1456,B00,2,Owen Defense,Owen Defense,
7272,TRUE,40,Resign,Black,1411,1446,B00,2,Barnes Defense,Barnes Defense,
7273,TRUE,68,Mate,Black,1457,1466,D02,3,Queen's Pawn Game: Zukertort Variation,Queen's Pawn Game,
7274,TRUE,33,Out of Time,White,1537,1464,B54,6,Sicilian Defense #2,Sicilian Defense,
7275,TRUE,105,Resign,White,1450,1551,A40,2,Horwitz Defense,Horwitz Defense,
7276,TRUE,58,Mate,Black,1453,1796,A06,3,Nimzowitsch-Larsen Attack,Nimzowitsch-Larsen Attack,
7277,FALSE,4,Resign,White,1565,1453,B00,2,St. George Defense,St. George Defense,
7278,TRUE,129,Resign,White,1437,1645,A00,1,Gedult's Opening,Gedult's Opening,
7279,TRUE,113,Resign,White,1623,1442,C00,3,French Defense: Normal Variation,French Defense,
7280,TRUE,95,Resign,White,1372,1456,B06,2,Modern Defense,Modern Defense,
7281,TRUE,74,Mate,Black,1467,1430,B07,4,King's Pawn Game: Maroczy Defense,King's Pawn Game,
7282,TRUE,57,Out of Time,White,1455,1511,A03,2,Bird Opening: Dutch Variation,Bird Opening,
7283,TRUE,63,Mate,White,1987,1456,B00,2,Owen Defense,Owen Defense,
7284,TRUE,45,Mate,White,1546,1464,C42,6,Russian Game: Damiano Variation,Russian Game,
7285,TRUE,127,Mate,White,1507,1473,B00,2,Lemming Defense,Lemming Defense,
7286,TRUE,116,Resign,Black,1480,1607,A03,2,Bird Opening: Dutch Variation,Bird Opening,
7287,TRUE,48,Resign,Black,1498,1469,A04,2,Zukertort Opening: Pirc Invitation,Zukertort Opening,
7288,TRUE,86,Resign,Black,1476,1601,C44,4,King's Knight Opening: Normal Variation,King's Knight Opening,
7289,TRUE,32,Resign,Black,1422,1467,A06,3,Zukertort Opening: Tennison Gambit,Zukertort Opening,
7290,TRUE,94,Mate,Black,1477,1484,A00,1,Gedult's Opening,Gedult's Opening,
7291,TRUE,41,Mate,White,1649,1483,A01,3,Nimzo-Larsen Attack: Modern Variation #2,Nimzo-Larsen Attack,
7292,TRUE,66,Mate,Black,1440,1474,C40,4,Elephant Gambit,Elephant Gambit,
7293,TRUE,69,Mate,White,1548,1482,B00,3,Nimzowitsch Defense |  Declined Variation,Nimzowitsch Defense,
7294,TRUE,93,Out of Time,White,1470,1538,D02,4,Queen's Pawn Game: Chigorin Variation,Queen's Pawn Game,
7295,TRUE,70,Out of Time,Black,1481,1464,B06,2,Modern Defense,Modern Defense,
7296,TRUE,121,Resign,White,1415,1493,A40,1,Queen's Pawn,Queen's Pawn,
7297,TRUE,93,Out of Time,White,1655,1499,C44,5,Scotch Game,Scotch Game,
7298,TRUE,89,Mate,White,1487,1547,D00,2,Queen's Pawn Game,Queen's Pawn Game,
7299,TRUE,45,Mate,White,1493,1498,B20,3,Sicilian Defense: Bowdler Attack,Sicilian Defense,
7300,TRUE,58,Mate,Black,1471,1488,B00,2,Borg Defense,Borg Defense,
7301,TRUE,62,Mate,Black,1495,1608,A00,1,Hungarian Opening,Hungarian Opening,
7302,TRUE,70,Resign,Black,1503,1591,C20,3,King's Pawn Game: Leonardis Variation,King's Pawn Game,
7303,TRUE,143,Resign,White,1494,1453,D06,4,Queen's Gambit Refused: Marshall Defense,Queen's Gambit,Refused
7304,TRUE,99,Out of Time,White,1619,1501,B07,3,Pirc Defense #5,Pirc Defense,
7305,TRUE,73,Resign,White,1564,1510,B00,2,Ware Defense,Ware Defense,
7306,TRUE,47,Resign,Black,1841,1940,B32,10,Sicilian Defense: Kalashnikov Variation,Sicilian Defense,
7307,TRUE,33,Resign,White,1930,1850,B32,10,Sicilian Defense: Kalashnikov Variation,Sicilian Defense,
7308,TRUE,72,Resign,Black,1895,1919,B30,4,Sicilian Defense: Old Sicilian,Sicilian Defense,
7309,FALSE,117,Resign,White,1919,1502,C01,4,French Defense: Franco-Hiva Gambit I,French Defense,
7310,TRUE,64,Resign,White,1961,1930,E10,6,Blumenfeld Countergambit #2,Blumenfeld Countergambit,
7311,TRUE,58,Resign,Black,1942,1951,B01,6,Scandinavian Defense: Main Line,Scandinavian Defense,
7312,TRUE,65,Resign,Black,1948,2159,C13,12,French Defense: Alekhine-Chatard Attack |  Breyer Variation,French Defense,
7313,TRUE,38,Resign,White,1936,1930,C11,7,French Defense: Burn Variation,French Defense,
7314,TRUE,38,Resign,White,1919,1949,A49,4,East Indian Defense,East Indian Defense,
7315,TRUE,62,Mate,Black,1883,1939,B21,5,Sicilian Defense: Smith-Morra Gambit,Sicilian Defense,
7316,TRUE,35,Resign,White,1935,1631,C45,7,Scotch Game,Scotch Game,
7317,TRUE,36,Resign,White,1697,1955,B25,4,Sicilian Defense: Closed Variation |  Traditional,Sicilian Defense,
7318,TRUE,156,Out of Time,Black,1971,1858,C10,8,French Defense: Rubinstein Variation |  Blackburne Defense,French Defense,
7319,TRUE,30,Resign,Black,1838,1962,B30,4,Sicilian Defense: Old Sicilian,Sicilian Defense,
7320,TRUE,76,Resign,Black,1885,1952,A45,2,Indian Game,Indian Game,
7321,TRUE,46,Resign,White,1821,1970,B31,6,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation,Sicilian Defense,
7322,TRUE,62,Resign,Black,1985,1921,C41,8,Philidor Defense: Exchange Variation,Philidor Defense,
7323,TRUE,53,Mate,White,1982,1644,C41,5,Philidor Defense,Philidor Defense,
7324,TRUE,25,Resign,Black,1698,1977,B32,8,Sicilian Defense: Loewenthal Variation,Sicilian Defense,
7325,TRUE,43,Resign,White,1974,1653,B15,7,Caro-Kann Defense: Main Line,Caro-Kann Defense,
7326,TRUE,67,Resign,White,1972,1483,C40,4,King's Pawn Game: McConnell Defense,King's Pawn Game,
7327,TRUE,110,Resign,Black,1952,1960,E61,6,King's Indian Defense,King's Indian Defense,
7328,TRUE,62,Resign,White,1689,1981,A57,6,Benko Gambit,Benko Gambit,
7329,TRUE,62,Resign,Black,1998,1880,C18,11,French Defense: Winawer Variation |  Advance Variation #2,French Defense,
7330,TRUE,66,Mate,Black,1953,1986,B32,10,Sicilian Defense: Kalashnikov Variation,Sicilian Defense,
7331,TRUE,142,Draw,Draw,1986,1993,C13,12,French Defense: Alekhine-Chatard Attack |  Maroczy Variation,French Defense,
7332,TRUE,19,Resign,White,1979,1786,C18,12,French Defense: Winawer Variation |  Maroczy-Wallis Variation,French Defense,
7333,TRUE,120,Draw,Draw,1988,1730,B78,19,Sicilian Defense: Dragon Variation |  Yugoslav Attack,Sicilian Defense,
7334,TRUE,21,Resign,White,1906,2004,B30,4,Sicilian Defense: Old Sicilian,Sicilian Defense,
7335,TRUE,78,Resign,Black,1614,2002,B20,3,Sicilian Defense: Snyder Variation,Sicilian Defense,
7336,TRUE,31,Resign,White,1999,1590,C44,7,Scotch Game: Scotch Gambit,Scotch Game,
7337,TRUE,58,Mate,Black,1824,1992,B20,3,Sicilian Defense: Staunton-Cochrane Variation,Sicilian Defense,
7338,TRUE,13,Resign,White,1991,1374,C45,8,Scotch Game: Classical Variation,Scotch Game,
7339,TRUE,67,Resign,White,2009,2004,B30,4,Sicilian Defense: Old Sicilian,Sicilian Defense,
7340,TRUE,56,Mate,Black,1160,2001,B25,4,Sicilian Defense: Closed Variation |  Traditional,Sicilian Defense,
7341,TRUE,85,Mate,White,1993,1860,C00,4,Queen's Pawn Game: Franco-Sicilian Defense,Queen's Pawn Game,
7342,TRUE,81,Out of Time,White,2089,2003,B32,10,Sicilian Defense: Kalashnikov Variation,Sicilian Defense,
7343,FALSE,69,Resign,White,1387,1397,C28,7,Bishop's Opening: Vienna Hybrid,Bishop's Opening,
7344,TRUE,64,Mate,Black,1566,2254,D43,8,Semi-Slav Defense,Semi-Slav Defense,
7345,TRUE,31,Resign,White,1524,1160,C68,9,Ruy Lopez: Exchange Variation |  Keres Variation,Ruy Lopez,
7346,FALSE,87,Resign,White,1524,1500,C00,3,French Defense: Knight Variation,French Defense,
7347,FALSE,42,Out of Time,Black,1500,1524,C44,5,Ponziani Opening,Ponziani Opening,
7348,TRUE,66,Mate,Black,1595,1483,D00,3,Queen's Pawn Game #2,Queen's Pawn Game,
7349,TRUE,114,Mate,Black,1603,1727,A45,2,Indian Game,Indian Game,
7350,TRUE,80,Resign,White,1589,1635,A46,5,Yusupov-Rubinstein System,Yusupov-Rubinstein System,
7351,TRUE,115,Mate,White,1759,1608,A40,2,Horwitz Defense,Horwitz Defense,
7352,TRUE,149,Mate,White,2014,1610,C41,6,Philidor Defense: Philidor Countergambit,Philidor Defense,
7353,TRUE,56,Mate,Black,1612,2011,D00,5,Queen's Pawn Game: Stonewall Attack,Queen's Pawn Game,
7354,TRUE,54,Mate,Black,1615,1965,D12,8,Slav Defense: Quiet Variation |  Schallopp Defense,Slav Defense,
7355,TRUE,20,Mate,Black,1617,2028,D00,3,Queen's Pawn Game #2,Queen's Pawn Game,
7356,TRUE,126,Out of Time,Black,1620,1986,A43,2,Old Benoni Defense,Old Benoni Defense,
7357,TRUE,55,Mate,White,2108,1623,C41,5,Philidor Defense #3,Philidor Defense,
7358,TRUE,38,Mate,Black,1640,1567,D00,4,Queen's Pawn Game #3,Queen's Pawn Game,
7359,TRUE,103,Mate,White,1635,1436,A41,2,Queen's Pawn,Queen's Pawn,
7360,TRUE,72,Mate,Black,1112,1073,A46,3,Torre Attack #2,Torre Attack,
7361,TRUE,83,Mate,White,1056,1165,C68,9,Ruy Lopez: Exchange Variation |  Keres Variation,Ruy Lopez,
7362,TRUE,70,Out of Time,Black,1201,1275,A00,1,Van Geet Opening,Van Geet Opening,
7363,TRUE,101,Mate,White,1263,1251,C20,3,King's Pawn Game: Leonardis Variation,King's Pawn Game,
7364,TRUE,111,Mate,White,1287,1205,C40,4,King's Pawn Game: Busch-Gass Gambit,King's Pawn Game,
7365,TRUE,48,Mate,Black,1313,1330,C46,6,Three Knights Opening #2,Three Knights Opening,
7366,TRUE,119,Mate,White,1465,1500,A40,2,Englund Gambit,Englund Gambit,
7367,FALSE,106,Mate,Black,1500,1500,C23,3,Bishop's Opening,Bishop's Opening,
7368,FALSE,67,Mate,White,1500,1500,B01,4,Scandinavian Defense: Modern Variation #2,Scandinavian Defense,
7369,FALSE,57,Mate,White,1500,1500,B01,3,Scandinavian Defense: Zilbermints Gambit,Scandinavian Defense,
7370,FALSE,59,Mate,White,1500,1500,C00,3,French Defense: Normal Variation,French Defense,
7371,FALSE,79,Resign,White,1500,1500,B20,3,Sicilian Defense: Amazon Attack,Sicilian Defense,
7372,FALSE,46,Mate,Black,1500,1500,A00,1,Van Geet Opening,Van Geet Opening,
7373,FALSE,59,Mate,White,1500,1500,C30,4,King's Gambit Declined |  Queen's Knight Defense,King's Gambit,Declined
7374,TRUE,52,Draw,Draw,1309,1305,B01,2,Scandinavian Defense,Scandinavian Defense,
7375,TRUE,107,Mate,White,1293,1317,B01,6,Scandinavian Defense: Main Line,Scandinavian Defense,
7376,TRUE,75,Resign,Black,2007,2184,A42,5,Sicilian Defense: Hyperaccelerated Fianchetto,Sicilian Defense,
7377,TRUE,27,Resign,Black,1834,2181,B21,3,Sicilian Defense: Smith-Morra Gambit #2,Sicilian Defense,
7378,TRUE,50,Mate,Black,1902,2176,B20,3,Sicilian Defense: Staunton-Cochrane Variation,Sicilian Defense,
7379,TRUE,104,Mate,Black,1425,1174,C44,4,King's Knight Opening: Normal Variation,King's Knight Opening,
7380,TRUE,11,Mate,White,1402,1191,C61,6,Ruy Lopez: Bird Variation,Ruy Lopez,
7381,TRUE,21,Mate,White,1310,1267,C42,5,Russian Game: Urusov Gambit,Russian Game,
7382,TRUE,55,Resign,White,1224,1133,C00,3,French Defense: Normal Variation,French Defense,
7383,TRUE,45,Mate,White,1415,1259,B00,5,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,Nimzowitsch Defense,
7384,FALSE,79,Resign,White,1259,1425,C47,8,Four Knights Game: Scotch Variation Accepted,Four Knights Game,
7385,FALSE,61,Resign,White,1953,1703,E77,8,King's Indian Defense: Six Pawns Attack,King's Indian Defense,
7386,TRUE,87,Resign,White,1302,1724,A00,5,Van Geet Opening: Napoleon Attack,Van Geet Opening,
7387,TRUE,15,Mate,White,1720,1383,C41,5,Philidor Defense,Philidor Defense,
7388,TRUE,49,Resign,White,1716,1309,C41,5,Philidor Defense,Philidor Defense,
7389,TRUE,14,Draw,Draw,1224,1148,B01,2,Scandinavian Defense,Scandinavian Defense,
7390,TRUE,62,Mate,Black,1178,1172,C20,3,King's Pawn Game: Napoleon Attack,King's Pawn Game,
7391,TRUE,25,Mate,White,1093,1195,C21,5,Center Game,Center Game,
7392,TRUE,34,Resign,Black,1143,1237,C21,3,Center Game #2,Center Game,
7393,TRUE,40,Mate,Black,1053,1060,C11,6,French Defense: Classical Variation,French Defense,
7394,TRUE,44,Resign,Black,1151,1200,B07,4,King's Pawn Game: Maroczy Defense,King's Pawn Game,
7395,TRUE,28,Resign,Black,1291,1320,D00,3,Queen's Pawn Game #2,Queen's Pawn Game,
7396,FALSE,26,Resign,White,1317,1291,B00,5,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,Nimzowitsch Defense,
7397,FALSE,13,Resign,Black,1493,1291,C20,3,King's Pawn Game: Leonardis Variation,King's Pawn Game,
7398,FALSE,47,Mate,White,1333,1291,A45,2,Indian Game,Indian Game,
7399,FALSE,119,Draw,Draw,1291,1500,B06,2,Modern Defense,Modern Defense,
7400,FALSE,35,Resign,White,1615,1291,C60,5,Ruy Lopez,Ruy Lopez,
7401,TRUE,8,Draw,Draw,1500,1017,D00,3,Amazon Attack,Amazon Attack,
7402,FALSE,108,Resign,Black,1574,1500,A28,7,English Opening: Four Knights System |  Nimzowitsch Variation,English Opening,
7403,FALSE,57,Resign,White,1500,1574,B21,3,Sicilian Defense: Smith-Morra Gambit #2,Sicilian Defense,
7404,TRUE,60,Mate,Black,1405,1511,A00,1,Hungarian Opening,Hungarian Opening,
7405,TRUE,42,Resign,Black,1523,1477,A43,2,Old Benoni Defense,Old Benoni Defense,
7406,TRUE,46,Resign,Black,1514,1512,D06,4,Queen's Gambit Refused: Marshall Defense,Queen's Gambit,Refused
7407,TRUE,41,Mate,White,1496,1546,C21,4,King's Pawn Game: Beyer Gambit,King's Pawn Game,
7408,TRUE,24,Resign,White,1433,1509,A40,2,Modern Defense,Modern Defense,
7409,TRUE,47,Resign,White,1509,1520,D02,5,Queen's Pawn Game: London System,Queen's Pawn Game,
7410,TRUE,83,Resign,White,1515,1301,D00,3,Blackmar-Diemer Gambit,Blackmar-Diemer Gambit,
7411,TRUE,14,Resign,Black,1396,1507,B20,3,Sicilian Defense: Snyder Variation,Sicilian Defense,
7412,TRUE,63,Resign,Black,1519,1482,D00,3,Blackmar-Diemer Gambit,Blackmar-Diemer Gambit,
7413,TRUE,57,Resign,Black,1531,1521,A43,2,Old Benoni Defense,Old Benoni Defense,
7414,TRUE,57,Mate,White,1522,1434,C10,6,French Defense: Rubinstein Variation,French Defense,
7415,TRUE,29,Resign,Black,1222,1519,A00,1,Van't Kruijs Opening,Van't Kruijs Opening,
7416,TRUE,43,Resign,White,1461,1532,B32,6,Sicilian Defense: Franco-Sicilian Variation,Sicilian Defense,
7417,TRUE,48,Mate,Black,1268,1528,B30,4,Sicilian Defense: Old Sicilian,Sicilian Defense,
7418,TRUE,86,Resign,Black,1540,1505,A43,2,Old Benoni Defense,Old Benoni Defense,
7419,TRUE,99,Resign,White,1531,1475,A45,2,Indian Game,Indian Game,
7420,TRUE,57,Resign,White,1513,1542,D00,4,Queen's Pawn Game #3,Queen's Pawn Game,
7421,TRUE,62,Resign,Black,1483,1533,C45,7,Scotch Game,Scotch Game,
7422,FALSE,80,Mate,Black,1502,1533,C47,8,Four Knights Game: Scotch Variation Accepted,Four Knights Game,
7423,TRUE,123,Mate,White,1489,1545,C44,5,King's Knight Opening: Konstantinopolsky,King's Knight Opening,
7424,TRUE,43,Resign,Black,1560,1430,C01,4,French Defense: Mediterranean Defense,French Defense,
7425,TRUE,74,Resign,White,1550,1571,B32,6,Sicilian Defense: Franco-Sicilian Variation,Sicilian Defense,
7426,TRUE,53,Resign,White,1562,1503,C10,5,French Defense: Paulsen Variation,French Defense,
7427,TRUE,43,Resign,Black,1576,1352,D00,3,Blackmar-Diemer Gambit,Blackmar-Diemer Gambit,
7428,FALSE,59,Mate,White,1432,1576,B20,3,Sicilian Defense: Bowdler Attack,Sicilian Defense,
7429,TRUE,59,Mate,White,1570,1370,B07,7,Pirc Defense: Classical Variation #2,Pirc Defense,
7430,TRUE,72,Resign,Black,1546,1560,A00,1,Saragossa Opening,Saragossa Opening,
7431,TRUE,77,Resign,White,1555,1361,D00,3,Blackmar-Diemer Gambit,Blackmar-Diemer Gambit,
7432,FALSE,66,Mate,Black,1459,1555,A10,2,English Opening: Anglo-Lithuanian Variation,English Opening,
7433,TRUE,31,Out of Time,White,1496,1568,B50,4,Sicilian Defense,Sicilian Defense,
7434,TRUE,70,Resign,Black,1527,1558,B21,3,Sicilian Defense: Smith-Morra Gambit #2,Sicilian Defense,
7435,TRUE,80,Mate,Black,1570,1538,A41,2,Queen's Pawn,Queen's Pawn,
7436,TRUE,132,Mate,Black,1583,1496,D00,3,Blackmar-Diemer Gambit,Blackmar-Diemer Gambit,
7437,TRUE,43,Mate,White,1574,1510,A80,4,Dutch Defense: Omega-Isis Gambit,Dutch Defense,
7438,TRUE,40,Mate,Black,1520,1565,B21,3,Sicilian Defense: McDonnell Attack,Sicilian Defense,
7439,TRUE,47,Mate,White,1554,1530,A80,4,Dutch Defense: Omega-Isis Gambit,Dutch Defense,
7440,TRUE,7,Out of Time,White,1549,1344,A40,2,Englund Gambit,Englund Gambit,
7441,TRUE,12,Resign,Black,1500,1543,B20,3,Sicilian Defense: Bowdler Attack,Sicilian Defense,
7442,TRUE,70,Resign,Black,1537,1532,B30,4,Sicilian Defense: Old Sicilian,Sicilian Defense,
7443,TRUE,62,Resign,White,1470,1545,B22,3,Sicilian Defense: Alapin Variation,Sicilian Defense,
7444,TRUE,64,Resign,Black,1556,1550,D00,3,Blackmar-Diemer Gambit,Blackmar-Diemer Gambit,
7445,TRUE,62,Mate,Black,1493,1546,A04,2,Zukertort Opening: Black Mustang Defense,Zukertort Opening,
7446,TRUE,28,Resign,Black,1519,1536,D04,5,Queen's Pawn Game: Colle System,Queen's Pawn Game,
7447,TRUE,59,Mate,White,1518,1823,D00,6,Blackmar-Diemer Gambit: Zeller Defense,Blackmar-Diemer Gambit,
7448,TRUE,81,Resign,White,1529,1528,C41,5,Philidor Defense #3,Philidor Defense,
7449,TRUE,52,Mate,Black,1539,1533,D00,6,Blackmar-Diemer Gambit: Netherlands Variation,Blackmar-Diemer Gambit,
7450,TRUE,81,Resign,White,1724,1561,C48,7,Four Knights Game: Spanish Variation,Four Knights Game,
7451,TRUE,11,Resign,White,1293,1048,C42,8,Russian Game: Damiano Variation |  Kholmov Gambit,Russian Game,
7452,TRUE,9,Resign,White,1422,1065,C20,3,King's Pawn Game: Wayward Queen Attack,King's Pawn Game,
7453,TRUE,7,Resign,White,1861,1066,B01,4,Scandinavian Defense: Mieses-Kotroc Variation,Scandinavian Defense,
7454,TRUE,32,Mate,Black,1075,1524,A00,1,Van't Kruijs Opening,Van't Kruijs Opening,
7455,TRUE,6,Resign,Black,1102,1323,A00,1,Van't Kruijs Opening,Van't Kruijs Opening,
7456,TRUE,57,Mate,White,1282,1161,A00,1,Grob Opening,Grob Opening,
7457,TRUE,42,Mate,Black,1244,1273,A00,1,Van't Kruijs Opening,Van't Kruijs Opening,
7458,TRUE,47,Mate,White,1482,1311,C00,3,French Defense: Normal Variation,French Defense,
7459,FALSE,25,Mate,White,1500,1311,C40,3,King's Knight Opening,King's Knight Opening,
7460,TRUE,152,Mate,Black,1708,1726,B30,5,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,Sicilian Defense,
7461,TRUE,51,Mate,White,1759,1737,B30,4,Sicilian Defense: Old Sicilian,Sicilian Defense,
7462,TRUE,93,Out of Time,White,1725,1742,D10,5,Slav Defense #2,Slav Defense,
7463,TRUE,51,Resign,White,1484,1743,D01,7,Queen's Pawn Game: Veresov Attack |  Classical Defense,Queen's Pawn Game,
7464,TRUE,49,Resign,Black,1750,1684,D37,7,Queen's Gambit Declined: Three Knights Variation,Queen's Gambit,Declined
7465,TRUE,17,Mate,White,1576,1767,B30,5,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,Sicilian Defense,
7466,TRUE,89,Resign,Black,1771,1588,D20,4,Queen's Gambit Accepted,Queen's Gambit,Accepted
7467,TRUE,75,Resign,Black,1791,1484,D15,7,Slav Defense: Three Knights Variation,Slav Defense,
7468,TRUE,121,Resign,Black,1803,1778,D37,9,Queen's Gambit Declined: Harrwitz Attack,Queen's Gambit,Declined
7469,TRUE,45,Mate,White,1805,1815,D08,7,Queen's Gambit Refused: Albin Countergambit |  Normal Line,Queen's Gambit,Refused
7470,TRUE,44,Resign,Black,1838,1818,D10,6,Slav Defense: Winawer Countergambit,Slav Defense,
7471,TRUE,64,Mate,Black,1829,1843,E24,9,Nimzo-Indian Defense: Saemisch Variation |  Accelerated,Nimzo-Indian Defense,
7472,TRUE,116,Draw,Draw,1832,1752,B06,2,Modern Defense,Modern Defense,
7473,TRUE,126,Mate,Black,1616,1826,B20,3,Sicilian Defense: Bowdler Attack,Sicilian Defense,
7474,TRUE,61,Resign,White,1820,1621,D15,7,Slav Defense: Three Knights Variation,Slav Defense,
7475,TRUE,72,Mate,Black,1627,1814,B20,3,Sicilian Defense: Bowdler Attack,Sicilian Defense,
7476,TRUE,41,Resign,Black,1833,1609,C80,10,Ruy Lopez: Open Variations |  Open Variation,Ruy Lopez,
7477,TRUE,10,Resign,Black,1862,1827,B30,5,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,Sicilian Defense,
7478,TRUE,121,Resign,White,1817,1839,B30,5,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,Sicilian Defense,
7479,TRUE,45,Draw,Draw,1838,1877,E20,8,Nimzo-Indian Defense: Ragozin Variation,Nimzo-Indian Defense,
7480,TRUE,88,Mate,Black,1860,1496,C67,8,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,Ruy Lopez,
7481,TRUE,88,Mate,Black,1499,1857,A00,4,Hungarian Opening: Reversed Modern Defense,Hungarian Opening,
7482,TRUE,93,Resign,White,1854,1502,D15,7,Slav Defense: Three Knights Variation,Slav Defense,
7483,TRUE,58,Resign,Black,1505,1851,B20,3,Sicilian Defense: Lasker-Dunne Attack,Sicilian Defense,
7484,TRUE,35,Resign,White,1860,1863,B30,5,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,Sicilian Defense,
7485,TRUE,60,Mate,Black,1516,1860,B20,3,Sicilian Defense: Bowdler Attack,Sicilian Defense,
7486,TRUE,34,Resign,White,1857,1519,D15,7,Slav Defense: Three Knights Variation,Slav Defense,
7487,TRUE,101,Mate,White,1854,1523,C65,6,Ruy Lopez: Berlin Defense #2,Ruy Lopez,
7488,TRUE,88,Mate,Black,1526,1850,A01,2,Nimzo-Larsen Attack: Classical Variation,Nimzo-Larsen Attack,
7489,TRUE,54,Resign,Black,1862,1843,E90,11,King's Indian Defense: Zinnowitz Variation,King's Indian Defense,
7490,TRUE,173,Draw,Draw,1954,1859,D00,4,Queen's Pawn Game: Steinitz Countergambit,Queen's Pawn Game,
7491,TRUE,104,Resign,White,1816,1872,B20,3,Sicilian Defense: Bowdler Attack,Sicilian Defense,
7492,TRUE,178,Draw,Draw,1872,1876,D43,8,Semi-Slav Defense,Semi-Slav Defense,
7493,TRUE,72,Resign,Black,1830,1861,A11,2,English Opening: Caro-Kann Defensive System,English Opening,
7494,TRUE,84,Resign,Black,1509,1859,B30,4,Sicilian Defense: Old Sicilian,Sicilian Defense,
7495,TRUE,71,Resign,White,1856,1517,C60,5,Ruy Lopez,Ruy Lopez,
7496,TRUE,71,Mate,White,1853,1525,A06,3,Nimzowitsch-Larsen Attack,Nimzowitsch-Larsen Attack,
7497,TRUE,49,Mate,White,1850,1528,D11,6,Slav Defense: Modern,Slav Defense,
7498,TRUE,50,Mate,Black,1860,1886,A52,7,Budapest Defense: Adler Variation,Budapest Defense,
7499,TRUE,30,Resign,Black,1871,1865,D91,9,Gruenfeld Defense: Three Knights Variation |  Petrosian System,Gruenfeld Defense,
7500,TRUE,69,Mate,White,1868,1519,D43,8,Semi-Slav Defense,Semi-Slav Defense,
7501,TRUE,142,Out of Time,Black,1522,1865,B20,3,Sicilian Defense: Bowdler Attack,Sicilian Defense,
7502,TRUE,102,Resign,Black,1852,1855,D08,4,Queen's Gambit Refused: Albin Countergambit,Queen's Gambit,Refused
7503,TRUE,58,Resign,Black,1536,1796,C50,5,Italian Game,Italian Game,
7504,TRUE,39,Resign,White,2162,1538,B07,6,Pirc Defense #3,Pirc Defense,
7505,TRUE,61,Resign,White,1509,1482,C57,8,Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation,Italian Game,
7506,TRUE,39,Resign,White,1467,1563,B09,7,Pirc Defense: Austrian Attack,Pirc Defense,
7507,TRUE,118,Resign,Black,1474,1839,C50,5,Italian Game,Italian Game,
7508,TRUE,24,Resign,Black,1327,1450,C55,6,Italian Game: Anti-Fried Liver Defense,Italian Game,
7509,TRUE,14,Resign,Black,1338,1356,C20,3,King's Pawn Game: Wayward Queen Attack,King's Pawn Game,
7510,TRUE,20,Resign,Black,1355,1450,C01,5,French Defense: Exchange Variation,French Defense,
